ques_no,subject,chapter_name,section_name,question_text,matched_knowledge_point,status,reason
2304,高中化學,水溶液中的反應,酸鹼反應,一燒杯盛有10–8M的鹽酸水溶液，下列有關此溶液的敘述，何者正確？(A)[H+]為10–8M(B)pH=8(C)[H+]略高於10–7M(D)pH=6。《答案》C《解析》當酸或鹼非常稀薄時，需考慮水的...,水的解離與離子積常數,matched,
2305,高中化學,水溶液中的反應,酸鹼反應,市售沖泡式維他命C片置於水中會產生大量的氣泡，是因維他命C片中含固體酸與固體金屬鹽在水中反應的結果，試問此金屬鹽可能為下列何者？(A)CH3COONa(B)Na3PO4(C)NaHCO3(D)KNO3...,酸鹼通性與分類,matched,
2306,高中化學,水溶液中的反應,酸鹼反應,將1M的H2SO4水溶液慢慢的滴入1M的Ba(OH)2水溶液20 mL中，下列何者會隨H2SO4的加入而增加？(A)溶液中的[H+](B)溶液中的[OH–](C)溶液中的pH值(D)溶液的導電性(E)...,酸鹼中和反應,matched,
2307,高中化學,水溶液中的反應,酸鹼反應,為了解大臺北地區雨水的酸化程度，在四個不同地點收集雨水，再以固定濃度的氫氧化鈉（NaOH）溶液中和之，結果如附表，你認為何處雨水的酸化程度最嚴重？(A)甲(B)乙(C)丙(D)丁。《答案》A,酸鹼中和反應,matched,
2308,高中化學,水溶液中的反應,酸鹼反應,．經加熱可析出部分結晶水，將所得樣品0.232克溶於足量水，並加入0.1M的50mL後，溶液呈酸性；然後再加入0.5M的6mL始能中和。求每莫耳．加熱失去若干結晶水？（原子量：）(A)1...,酸鹼中和反應,matched,
2309,高中化學,水溶液中的反應,酸鹼反應,用標準的氫氧化鈉溶液滴定體積為50mL的鹽酸，其滴定曲線如附圖的曲線甲。若事先於上述尚未滴定之50mL鹽酸中加入1M硫酸5mL再進行滴定，則滴定曲線如曲線乙。根據此實驗，下列敘述何者正確？(A)鹽酸...,,skipped,題目提到圖片相關內容: 附圖
2310,高中化學,水溶液中的反應,酸鹼反應,常溫下，在一定體積、pH＝12的溶液中，逐滴加入定量濃度的溶液，當溶液中的恰好完全沉澱時，溶液的。若反應後溶液的體積等於溶液與溶液的體積之和，求溶液與溶液的體積比為何？(A)1：9(B...,酸鹼中和反應,matched,
2311,高中化學,水溶液中的反應,酸鹼反應,將pH0.0的鹽酸溶液1 mL與pH13.0的氫氧化鈉溶液9 mL混合後，溶液的pH值為何？(A)13.0(B)10.0(C)7.0(D)2.0(E)1.0 。《答案》D《解析》(1)pH=0，...,酸鹼計算與稀釋,matched,
2312,高中化學,水溶液中的反應,酸鹼反應,取甲～丁四種化合物，分別配製成濃度為1 M之水溶液，經分析其性質，得結果如下表所示。已知這些化合物分別為下列各試藥的一種：?葡萄糖、?硫酸、?氯化鈉、?氫氧化鈉。下列選項何者正確？(A)甲可能是?(...,pH值與溶液酸鹼性判斷,matched,
2313,高中化學,水溶液中的反應,酸鹼反應,酸鹼反應中陰離子與陽離子的濃度會隨反應的進行而變化，故酸鹼反應可藉由量測其導電度（電導度）進行監測。若將1.0 M NaOH水溶液，慢慢加入1 L的1.0 M HCl水溶液，以NaOH的體積為橫軸，並...,酸鹼中和反應,matched,
2314,高中化學,水溶液中的反應,酸鹼反應,取下列兩杯溶液同濃度，同體積，何者混合後離子濃度最小？(A) NaOH＋HCl(B) KOH＋H2SO4(C) Ca(OH)2＋HNO3(D) Ba(OH)2＋H2SO4(E) KaOH + KOH《...,酸鹼中和反應,matched,
2315,高中化學,水溶夜中的反應,氧化與還原反應,關於反應，下列敘述何者正確？(A)Zn為氧化劑，被氧化(B)Cu為氧化劑，被還原(C)Zn被氧化，得到兩個電子(D)為氧化劑，被還原(E) Zn和Cu2+?都是氧化劑，得到兩個電子。《答案》D《解...,氧化劑與還原劑,matched,
2316,高中化學,水溶夜中的反應,氧化與還原反應,下列關於氧化還原反應的敘述，何者正確？(A)物質失去氧原子的過程稱為氧化(B)一個物質若在反應中失去電子，則表示該物質被氧化(C)氧化劑是反應中失去電子的物質(D)氧化或還原半反應可單獨發生(E)氧化...,氧化還原反應原理,matched,
2317,高中化學,水溶夜中的反應,氧化與還原反應,反應中，何者為氧化劑？(A) H2(B) O2(C) H2O(D) H2、O2(E) H2、H2O。《答案》B,氧化劑與還原劑,matched,
2318,高中化學,水溶夜中的反應,氧化與還原反應,氧化還原反應中，還原劑是(A)失去氧(B)失去電子(C)被還原(D)活性大的非金屬(E)活性小的金屬離子《答案》B《解析》還原劑本身發生氧化。(A)與氧化合(D)活性大的金屬。,氧化劑與還原劑,matched,
2319,高中化學,水溶夜中的反應,氧化與還原反應,關於反應Zn(s) + 2HCl(aq) → ZnCl2(aq) + H2(g)的敘述，何者錯誤？(A)這是氧化還原反應(B)Zn被氧化(C)H+被還原(D)電子由H+移轉到Zn(E)反應後溫度升高《...,氧化還原反應原理,matched,
2320,高中化學,水溶夜中的反應,氧化與還原反應,關於反應3CuO + 2NH3 → 3Cu + N2 + 3H2O，下列敘述何者錯誤？(A)CuO為還原劑(B)NH3之氮被氧化(C)氧化還原必同時發生反應(D)氧化還原反應中得到與失去的電子數量必相...,氧化劑與還原劑,matched,
2321,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一個反應不屬於氧化還原反應？(A)2Mg + CO2 → 2MgO + C(B)NaCl + H2SO4 → NaHSO4 + HCl(C)6CO2 + 6H2O → C6H12O6 + 6O2...,氧化還原反應判斷,matched,
2322,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一種化學反應不是氧化還原反應？(A)由水蒸氣及紅熱的焦煤製造水煤氣（主要成分含一氧化碳及氫）(B)鋅片溶於稀硫酸放出氫(C)碳酸鈣溶於鹽酸放出二氧化碳(D)由氮及氫以哈柏法製氨《答案》C《解析》...,氧化還原反應判斷,matched,
2323,高中化學,水溶夜中的反應,氧化與還原反應,氧化、還原兩個半反應發生時，溶液中下列各量值，何者必相同？(A)轉移的電子總數(B)陰離子與陽離子數目(C)每個陰離子與陽離子的帶電量(D)陰離子與陽離子的總質量《答案》A《解析》(A)氧化還原反應，...,氧化還原反應原理,matched,
2324,高中化學,水溶夜中的反應,氧化與還原反應,暖暖包是一種可用來保暖、熱敷的裝備，它是將鐵粉、碳粉、木屑、食鹽和泡沸石粉末在真空混合包裝而成。使用時，將封口打開接觸空氣就會發熱。其中的化學反應主要是利用鐵粉在催化條件下，與空氣中的哪一種物質反應而...,氧化還原反應應用,matched,
2325,高中化學,水溶夜中的反應,氧化與還原反應,人在劇烈運動之後，血液中產生過多的乳酸（化學式為C3H6O3），肌肉會覺得酸痛。放鬆一段時間後，由於乳酸代謝氧化，生成二氧化碳和水，肌肉的酸痛感就消失。由化學反應式：C3H6O3 + X → CO2 ...,氧化還原反應判斷,matched,
2326,高中化學,水溶夜中的反應,氧化與還原反應,下列與CO2有關的反應，何者屬於氧化還原反應？(甲)強熱大理石產生生石灰與二氧化碳氣體(乙)生石灰加水變成熟石灰並放熱(丙)熟石灰的水溶液通入二氧化碳氣體，溶液會成為白色混濁(丁)繼續再通入二氧化碳，...,氧化還原反應判斷,matched,
2327,高中化學,水溶夜中的反應,氧化與還原反應,有關氧化劑，下列敘述何者正確？(A)氧化劑在氧化還原反應中為電子之接受者(B)氧化劑在氧化還原反應中為失去電子者(C)氧化劑中必含有氧原子(D)氧化劑在氧化還原反應中被氧化(E)氧化劑在氧化還原反應中...,氧化劑與還原劑,matched,
2328,高中化學,水溶夜中的反應,氧化與還原反應,下列何者屬於氧化還原反應？(A)3C(s)+Fe2O3(s)3CO(g)+2Fe(s)(B)H＋(aq)＋OH－(aq)H2O(l)(C)Ag＋(aq)＋Cl－(aq)AgCl(s)(D)CaC...,氧化還原反應判斷,matched,
2329,高中化學,水溶夜中的反應,氧化與還原反應,將鋅棒置入硫酸銅水溶液中，則：(A)水溶液的顏色逐漸變淡(B)析出的金屬莫耳數小於溶解的金屬莫耳數(C)反應後溶液中離子的數目減少(D)鋅被還原，形成無色的鋅離子 。《答案》A《解析》反應為Zn(s)...,氧化還原反應原理,matched,
2330,高中化學,水溶夜中的反應,氧化與還原反應,下列選項中，標記底線的物質，何者是氧化劑？(A)在食物中添加維生素E當抗氧化劑(B)煉鐵時用一氧化碳來還原鐵礦(C)食品包裝內放小包鐵粉作為脫氧劑(D)漂白水具有氧化性的漂白作用。《答案》D《解析》(...,氧化劑與還原劑,matched,
2331,高中化學,水溶夜中的反應,氧化與還原反應,下列有關過氧化氫的敘述，何者錯誤？(A)過氧化氫作為還原劑，其產物為氧氣(B)過氧化氫作為氧化劑，其產物為水(C)市售的雙氧水即為H2O2(l)(D)以二氧化錳為催化劑，過氧化氫可分解產生氧氣 。《答...,氧化劑與還原劑,matched,
2332,高中化學,水溶夜中的反應,氧化與還原反應,下列有關過錳酸鉀的敘述，何者正確？(A)化學式為K2MnO4(B)為強還原劑，亦可作為消毒劑(C)水溶液為深藍色(D)在酸性環境下可被還原成Mn2+ 。《答案》D《解析》(A)化學式為KMnO4；(B...,氧化劑與還原劑,matched,
2333,高中化學,水溶夜中的反應,氧化與還原反應,下列關於氧化還原的敘述，何者錯誤？(A)拉瓦節提出物質與氧化合就是氧化作用(B)一個物質若在反應中失去電子，則表示該物質被氧化(C)氧化還原反應一定要有氧氣參與反應(D)電解是一種氧化還原反應 。《答...,氧化還原反應原理,matched,
2334,高中化學,水溶夜中的反應,氧化與還原反應,下列何種反應一定是氧化還原反應？(A)酸鹼中和反應(B)由元素變成化合物的反應(C)有氧化物生成的反應(D)分解反應。《答案》B《解析》(A)酸鹼中和一定不是氧化還原反應；(C)(D)不一定，如CaC...,氧化還原反應判斷,matched,
2335,高中化學,水溶夜中的反應,氧化與還原反應,下列有關生活中常見物質的敘述，何者正確？(A)Cl2和O2為常見的氧化劑，亦為淨水過程中常用的消毒劑(B)KMnO4為常見的氧化劑，醫藥上亦可作為消毒劑(C)物質的燃燒僅是劇烈的氧化反應，並不包括還原...,氧化劑與還原劑,matched,
2336,高中化學,水溶夜中的反應,氧化與還原反應,工業上常利用高熱的煤焦與水蒸氣反應，產生之混合氣體稱為水煤氣，燃燒後產生高溫，是重要的工業燃料，其反應式為：C(s)+ H2O(g)→CO(g)+ H2(g)。在本反應中，對於相關物質變化的敘述，何者...,氧化劑與還原劑,matched,
2337,高中化學,水溶夜中的反應,氧化與還原反應,下列何種物質在氧化還原反應中所扮演的角色，與其他三者不同？(A)Cl2(B)O3(C)Na(D)NaClO 。《答案》C《解析》只有Na為還原劑，而其他三者均為氧化劑。,氧化劑與還原劑,matched,
2338,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一項不屬於氧化還原反應？(A)2H2O2→2H2O＋O2(B)SnO2＋2C→Sn＋2CO(C)Cu＋2AgNO3→Cu(NO3)2＋2Ag(D)Ca(OH)2＋2HNO3→Ca(NO3)2＋2...,氧化還原反應判斷,matched,
2339,高中化學,水溶夜中的反應,氧化與還原反應,電池是利用什麼化學原理設計而得？(A)亨利定律(B)氧化還原(C)酸鹼作用(D)離子沉澱 。《答案》B《解析》利用物質氧化（失去電子）和還原（得到電子）來設計電池裝置。,氧化還原反應原理,matched,
2340,高中化學,水溶夜中的反應,氧化與還原反應,在反應：中，何者為氧化劑？(A)(B)(C)(D) 。《答案》D《解析》氧化劑為自身發生還原反應，使別的物種氧化的物質，故為。,氧化劑與還原劑,matched,
2341,高中化學,水溶夜中的反應,氧化與還原反應,下列各項反應中，何者不是氧化還原反應？(A)(B)(C)(D)(E) 。《答案》D《解析》(D)為酸鹼中和反應,氧化還原反應判斷,matched,
2342,高中化學,水溶夜中的反應,氧化與還原反應,下列有關氧化還原反應的敘述，何項正確？(A)氧化還原反應必須在電解槽中才能發生(B)鈉溶於水中產生氫氣，其中鈉為氧化劑(C)電解時陽極必發生氧化反應，陰極必發生還原反應(D)電解時電解槽的陽極須與直流...,氧化還原反應原理,matched,
2343,高中化學,水溶夜中的反應,氧化與還原反應,下列為常見金屬失去電子的相對難易順序： 。下表顯示將金屬M置於含其他金屬離子溶液內的情況；「＋」表示有反應，「－」表示無反應，何者可能為金屬M：(A)鉛(B)銀(C)銅(D)錳(E)鎂...,金屬活性序列,matched,
2344,高中化學,水溶夜中的反應,氧化與還原反應,下列為常見金屬失去電子的相對難易順序：。下表顯示將金屬M置於含其他金屬離子溶液內的情況；「＋」表示有反應，「－」表示無反應，下列相關敘述何者錯誤？(A)還原劑的強度： (B)氧化力大...,金屬活性序列,matched,
2345,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一種化學反應一定屬於氧化還原反應？(A)結合反應(B)分解反應(C)酸鹼反應(D)沉澱反應(E)有元素物質參與的反應 。《答案》E《解析》(A)NH3＋HCl→NHCl4，為結合，但非氧化還原反...,氧化還原反應判斷,matched,
2346,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一項為氧化還原反應？(A)NH3(g)＋HCl(g)→NHCl4(s)(B)BaCl2(aq)＋Na2SO4(aq)→BaSO4(s)＋2NaCl(aq)(C)CaCO3(s)→CaO(s)＋C...,氧化還原反應判斷,matched,
2347,高中化學,水溶夜中的反應,氧化與還原反應,在硝酸銀和硝酸銅的混合溶液中，加入少量的鐵粉並充分反應後，有少量的金屬析出，過濾後得金屬M與濾液L。取少量L，滴入食鹽水後得白色沉澱。試由此推測所析出的M是什麼金屬，以及濾液L中含有什麼金屬離子？《...,金屬活性序列,matched,
2348,高中化學,水溶夜中的反應,氧化與還原反應,下列哪一種現象或作用，不涉及氧化還原反應？(A)煉鐵時加入煤焦(B)鋁粉與鹽酸作用(C)蘋果切開後曝於空氣(D)硝酸銀水溶液加入食鹽(E)具金屬光澤的銅線在空氣中受熱 。《答案》D《解析》反應式有出現...,氧化還原反應判斷,matched,
2349,高中化學,水溶夜中的反應,氧化與還原反應,高爐煉鐵時，焦煤將氧化鐵還原為鐵，則下列相關敘述何者錯誤？(A)焦煤是還原劑(B)氧化鐵為氧化劑(C)焦煤進行還原反應(D)反應過程中，氧化鐵得到電子而生成鐵 (E)以上皆非。《答案》C,氧化還原反應判斷,matched,
2350,高中化學,水溶夜中的反應,氧化與還原反應,人在劇烈運動之後，血液中產生過多的乳酸（化學式為），肌肉會覺得酸痛。放鬆一段時間後，由於乳酸代謝氧化，生成二氧化碳和水，肌肉的酸痛感就消失。由化學反應式：（注意：產物的係數尚未平衡）依據氧化還原的...,氧化還原反應判斷,matched,
2351,高中化學,水溶夜中的反應,氧化與還原反應,將一銅絲放入0.1M的硝酸銀溶液中，觀察溶液顏色由無色逐漸變為藍色，且在銅線表面產生其他金屬附著物。關於該反應的敘述，下列何者正確？(A)銅原子被氧化，形成藍色的硝酸銅晶體(B)硝酸銀溶解，形成藍色的...,氧化還原反應判斷,matched,
2352,高中化學,水溶夜中的反應,氧化與還原反應,在鹽酸水溶液中加入少量鐵粉，發現鐵粉溶解，並產生氫氣，關於此反應中的敘述，何者正確？(A)鐵進行氧化反應，且作為氧化劑(B)鐵進行還原反應，且作為還原劑(C)鐵進行還原反應，且作為氧化劑(D)鐵進行氧...,氧化劑與還原劑,matched,
2353,高中化學,水溶夜中的反應,氧化與還原反應,下列何者不屬於氧化還原反應？(A)2Na+2H2O→2NaOH+H2(B)Cl2+2I－→I2+2Cl－(C)6CO2 +6H2O→C6H12O6+6O2(D)C6H12O6+6O2→6CO2+6H2...,氧化還原反應判斷,matched,
2354,高中化學,水溶夜中的反應,氧化與還原反應,高爐煉鐵時，焦煤與氧化鐵反應生成鐵，則下列相關敘述何者錯誤？(A)焦煤是還原劑(B)氧化鐵為氧化劑(C)焦煤進行氧化反應(D)反應過程中，氧化鐵得到電子而生成鐵(E)氧化鐵被氧化才生成鐵《答案》E《解...,氧化還原反應判斷,matched,
2355,高中化學,水溶夜中的反應,氧化與還原反應,將一銅絲放入0.1 M的硝酸銀溶液中，觀察溶液顏色由無色逐漸變為藍色，且在銅線表面產生其他金屬附著物。關於該反應的敘述，下列何者正確？(A)銅原子被氧化，形成藍色的硝酸銅晶體(B)硝酸銀溶解，形成藍色...,氧化還原反應應用,matched,
